16265,15914,16134,15844,16049,15944,15517,15907,15858,15916,15824,15890,15786,15875,15820,15963,15888,15917,15730,15873,15922,15649,15903,15835,16078,15802,15968,15794,14957,16350,15935,11320,15842,15846,15856,15785,15803,15719,15806,15810,15841,15849,15813,15817,15791,15844,15785,15801,15817,15809,15837,15851,15790,15821,15677,30782,830,16701,43326,8509,60734,52797,49982,26429,46652,51775,42046,19244
16282,15934,16147,15862,16050,15946,15667,15918,15866,15926,15846,15888,15757,15885,15842,15956,15906,15914,15745,15879,15939,15837,15913,15854,16089,15819,15978,15806,15971,16321,15954,11319,15847,15858,15858,15798,15807,15726,15818,15815,15856,15859,15824,15829,15810,15849,15800,15803,15826,15807,15836,15863,15799,15830,15820,15556,15819,15915,15832,15791,15840,15861,15792,15824,0,55,0,0
16295,15936,16152,15858,15888,15948,15472,15920,15608,15888,15586,7700,15564,15897,15584,15906,15908,15929,15493,15880,15940,15847,7687,7408,7753,7367,7712,7360,589,16323,7702,11321,15586,15603,7393,7321,7324,7201,7363,7360,7409,7408,15559,7364,15552,15586,15516,7324,7360,15553,15564,7420,7312,15584,15552,15360,15552,15913,15564,7313,7393,7398,7312,7360,0,0,0,0
16299,15937,16153,15868,16057,15949,15492,15921,15872,15919,15846,15894,15778,15900,15844,15969,15905,15921,15746,15887,15936,15848,15912,15858,16089,15822,15984,15811,16688,15845,15950,11319,15848,15861,15861,15804,15807,15726,15814,15824,15856,15858,15826,15828,15813,15848,15521,15809,15829,15807,15835,15866,15800,15840,15825,15574,15828,15919,15837,15797,15843,15852,15793,15828,0,99,0,0
16297,15939,16146,15864,7704,15886,15460,15921,15612,7696,15586,15895,15552,15891,15584,15884,15911,15876,15422,7692,15928,15584,7680,15600,7747,7366,7713,7360,16546,16353,15928,11318,15584,15602,7416,7320,7327,7216,7360,15552,15591,7408,15558,7360,15518,7392,7312,15516,7360,7361,7368,15608,15505,7372,7360,15564,7366,7686,15564,7312,7392,15587,7312,15552,0,62,0,0
16293,15938,16147,15864,16061,15948,15494,15919,15863,15926,15842,15891,15752,15895,15847,15975,15907,15920,15745,15880,15939,15850,15912,15857,16089,15822,15981,15815,16891,16297,15950,11316,15850,15860,15864,15799,15806,15727,15818,15825,15854,15857,15825,15835,15811,15843,15699,15805,15825,15807,15838,15865,15795,15836,15824,15583,15826,15915,15833,15793,15842,15851,15793,15828,0,18,0,0
8148,7967,8072,40698,40797,40742,7735,40725,7931,40727,7919,7946,40675,40715,7919,40756,40716,40725,40637,7939,7966,40687,7955,7925,40811,7906,7989,40669,41244,40896,40742,5657,7922,40699,40700,7899,40671,7862,7909,40676,40696,40693,40682,7913,40671,40691,40663,7902,7913,7908,40684,7934,7898,7915,7912,7735,40679,40726,7916,40666,7921,40693,40665,40681,0,75,0,0
16292,15939,16146,15865,16053,15950,15682,15925,15868,15921,15841,15884,15782,15885,15844,15975,15901,15919,15736,15885,15938,15700,15913,15858,16088,15816,15987,15806,16847,16116,15956,11320,15849,15861,15862,15802,15810,15730,15815,15813,15852,15854,15822,15825,15803,15847,15802,15808,15828,15815,15835,15866,15792,15836,15822,15524,15823,15915,15835,15793,15842,15857,15795,15828,0,204,0,0
8148,7971,8073,40699,40795,7975,40512,7959,40701,40732,40689,40714,7900,40716,40689,40750,7949,40728,40638,40710,7968,7914,40722,40696,40810,40677,40753,40673,8849,8136,40736,38427,7925,7928,40699,40667,40671,7864,40678,7913,7924,40696,7913,40681,7901,40696,7900,7902,40680,7902,40685,40699,40665,40686,7911,40535,40678,40725,7917,40664,40688,40691,40665,7913,0,83,0,0
16287,15929,16147,15860,16048,15945,15483,15916,15860,15921,15831,15885,15784,15879,15835,15970,15899,15916,15739,15882,15929,15833,15908,15847,16085,15808,15968,15800,16147,16363,15938,11321,15848,15855,15861,15794,15806,15728,15811,15813,15850,15855,15817,15831,15805,15845,15570,15806,15822,15806,15835,15862,15796,15833,15820,15527,15823,15912,15835,15789,15842,15846,15795,15826,0,105,0,0
