16303,15944,16148,15870,16058,15959,15486,15927,15873,15929,15849,15899,15753,15888,15848,15975,15924,15930,15748,15893,15940,15700,15919,15869,16092,15831,15987,15820,17755,16328,15960,11326,15851,15864,15861,15803,15809,15730,15870,16292,15931,16145,15600,15888,7684,7183,7686,15603,7696,7392,15888,15767,15886,15566,7712,15896,15918,15417,7688,15929,15408,7687,7408,15945,7361,15887,7320,558
16287,15928,16144,15853,16053,15949,15673,15920,15859,15928,15838,15891,15830,15882,15839,15964,15895,15914,15737,15878,15933,15827,15910,15853,16087,15816,15963,15801,15881,16265,15958,11324,15848,15852,15860,15791,15806,15722,15806,15819,15852,15853,15818,15834,15796,15846,15801,15804,15822,15806,15833,15864,15795,15828,15816,15647,15825,15912,15830,15790,15842,15846,15794,15820,0,93,0,0
8137,40731,8071,7925,8023,40741,7792,40725,7932,7959,7916,40710,40677,40707,40682,40751,40716,7955,40633,40707,7965,7914,7953,40687,8042,7902,40754,7898,7789,8202,7967,38429,40692,40692,40697,7894,40670,7860,7901,40678,40689,40695,40674,40683,7897,7924,7898,7903,40676,40672,40683,40696,7896,40683,40677,40519,40678,7955,40682,40661,40688,40688,40665,40676,0,90,0,0
16270,15917,16137,15840,16052,15943,15404,15914,15851,15927,15830,15887,15805,15881,15832,15965,15891,15919,15729,15874,15929,15609,15905,15838,16082,15802,15968,15788,15365,16404,15940,11322,15844,15847,15855,15784,15802,15722,15797,15820,15843,15859,15811,15818,15792,15845,15792,15803,15815,15808,15827,15857,15794,15826,15819,15557,15820,15909,15832,15786,15843,15843,15790,15818,0,21,0,0
8135,7963,40838,40692,8023,40740,7752,40725,7931,7961,7918,7944,7911,7937,7916,40750,40717,40727,40631,7935,40733,7910,40721,7922,8042,7905,40753,7898,7698,40951,7975,5663,7923,7925,7928,40663,7902,7862,40672,7909,40689,40696,40678,7912,40666,40690,40661,7901,40678,7903,7912,40698,40664,7914,7908,40503,7913,40723,40683,40662,7921,7924,40664,40676,0,30,0,0
16271,15927,16138,15855,16055,15946,15454,15916,15857,15918,15833,15886,15779,15883,15831,15963,15899,15924,15734,15879,15928,15831,15909,15844,16080,15808,15971,15799,15479,16350,15945,11326,15847,15852,15864,15792,15803,15724,15807,15821,15849,15855,15816,15825,15801,15853,15544,15806,15823,15801,15839,15856,15795,15830,15821,15497,15824,15916,15835,15607,15842,15839,15792,15820,0,178,0,0
8137,7962,40838,7924,8025,40741,40492,7954,7930,7960,40685,40714,7902,40710,7919,7983,40716,40728,40632,40706,7966,40685,7952,40687,40811,40672,7985,40666,40557,40933,40738,38430,7923,7925,7929,7896,7902,7860,40673,40679,40688,40695,7908,40681,7899,40691,7818,7902,40678,7903,40684,40699,7898,40687,7908,7741,7910,7956,40683,40661,7919,7925,40663,40679,0,111,0,0
16268,15920,16135,15848,16045,15943,15527,15917,15854,15924,15829,15887,15804,15873,15831,15954,15899,15912,15732,15874,15921,15698,15904,15848,16082,15811,15966,15800,15314,16342,15933,11323,15843,15850,15853,15788,15801,15720,15807,15818,15846,15856,15812,15827,15798,15846,15706,15806,15817,15811,15839,15860,15796,15825,15819,15538,15819,15912,15833,15782,15835,15844,15791,15820,0,173,0,0
16272,15929,16138,15852,16052,15945,15528,15911,15862,15923,15831,15884,15756,15891,15834,15970,15901,15911,15735,15876,15925,15728,15902,15850,16082,15814,15971,15802,15270,16326,15871,11330,15845,15850,15854,15793,15804,15719,15806,15819,15848,15856,15818,15826,15798,15848,15674,15803,15818,15809,15843,15859,15795,15834,15821,15528,15822,15912,15831,15787,15842,15842,15791,15818,0,18,0,0
16282,15931,16138,15861,16054,15948,15500,15918,15859,15924,15842,15888,15835,15885,15841,15962,15904,15915,15733,15879,15928,15706,15911,15858,16084,15817,15969,15801,15560,16321,15887,11329,15845,15857,15858,15796,15805,15725,15814,15815,15857,15851,15824,15830,15802,15846,15793,15803,15824,15805,15830,15860,15796,15833,15817,15521,15823,15918,15831,15793,15838,15848,15790,15824,0,45,0,0
16293,15932,16142,15859,16051,15950,15490,15919,15861,15916,15848,15888,15754,15893,15848,15972,15906,15928,15740,15885,15934,15832,15913,15862,16090,15821,15977,15809,16238,16351,15946,11328,15848,15859,15865,15804,15804,15724,15815,15823,15851,15855,15824,15830,15804,15845,15803,15806,15828,15806,15840,15867,15799,15838,15823,15518,15828,15919,15837,15793,15843,15852,15796,15827,0,124,0,0
16300,15940,16144,15868,16060,15954,15601,15922,15867,15927,15843,15895,15774,15893,15849,15983,15913,15923,15749,15883,15930,15848,15915,15863,16090,15828,15982,15817,17249,16362,15953,11319,15850,15865,15853,15805,15806,15727,15822,15827,15855,15859,15828,15825,15808,15849,15803,15805,15828,15814,15838,15865,15798,15838,15824,15488,15824,15922,15842,15798,15843,15850,15799,15825,0,182,0,0
16293,15938,16149,15862,16053,15947,15845,15922,15858,15930,15842,15891,15841,15894,15842,15965,15906,15914,15739,15883,15932,15845,15916,15852,16090,15821,15978,15807,16711,16274,15948,11322,15847,15860,15863,15802,15809,15727,15814,15819,15854,15857,15825,15821,15808,15849,15806,15810,15827,15807,15833,15867,15798,15833,15823,15546,15829,15921,15829,15791,15842,15850,15797,15829,0,8,0,0
16289,15936,16146,15858,15891,7681,15361,15917,15609,7704,15586,15892,15503,7684,15840,15971,15904,15928,15742,7691,15929,7185,15905,15588,7752,7364,15908,15554,16482,16066,15952,11318,15840,15600,15600,15512,7327,7206,7360,15552,15584,7408,7360,15552,15516,7392,15504,7324,7360,7361,15560,15608,15505,7392,15559,7170,15556,15913,15561,7312,15584,15584,7312,15553,0,16,0,0
16291,15933,16150,15862,16050,15948,15855,15917,15864,15922,15843,15890,15821,15883,15842,15967,15901,15929,15740,15880,15941,15684,15914,15855,16089,15817,15977,15814,16961,16309,15943,11322,15851,15860,15860,15799,15809,15723,15815,15830,15855,15855,15825,15836,15807,15848,15806,15805,15826,15800,15835,15866,15798,15832,15818,15461,15825,15914,15836,15793,15843,15844,15796,15826,0,136,0,0
16288,15935,16144,15857,7705,7680,15360,15921,15864,15920,15587,7694,15561,7683,7393,7692,7683,15875,15422,7695,7704,15512,7681,15601,7752,7361,7715,7327,8128,16265,7684,11326,15584,7408,7408,15507,7360,15396,15555,15555,7392,7408,15552,15552,15513,7395,7320,7324,7360,15552,15817,7411,7314,7368,7364,7232,15556,15915,15561,7300,7392,15584,15504,15552,0,161,0,0
